Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,Wines,Fruits,Meat,Fish,Sweet,Gold,Deal_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Customer_From,Total_Spending,Luxury_Spending,Necessity_Spending,Need_Attention,Luxury_Consumer,CLV
1956,0,1,0.52,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1,67,3513,1067,560,507,1,1,0.3037290065471107
1977,0,0,0.18,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,2,46,3160,31,11,20,1,0,0.009810126582278481
1974,0,0,0.38,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,2,49,3405,211,116,95,1,1,0.06196769456681351
1976,1,0,0.48,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,1,47,3689,877,569,308,0,1,0.23773380319869883
1979,0,0,0.14,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,1,44,3640,11,4,7,1,0,0.003021978021978022
1983,1,0,0.81,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,0,40,3532,2034,1001,1033,1,0,0.5758776896942243
1991,0,1,0.79,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,0,32,3305,1991,815,1176,1,0,0.6024205748865356
1962,1,1,0.72,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,0,61,3196,1686,940,746,0,1,0.5275344180225282
1982,1,1,0.33,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,1,41,3260,324,190,134,0,1,0.09938650306748466
1979,1,1,0.13,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,1,44,3180,69,12,57,0,0,0.02169811320754717
1955,0,0,0.36,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,2,68,3716,252,194,58,0,1,0.06781485468245425
1965,0,1,0.19,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,1,58,3646,54,29,25,1,1,0.014810751508502468
1961,1,0,0.65,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,2,62,3586,964,559,405,1,1,0.26882320133853876
1951,0,0,0.62,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1,72,3605,1327,728,599,1,1,0.3680998613037448
1964,1,0,0.4,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,2,59,3206,68,54,14,1,1,0.021210230817217717
1959,0,0,0.15,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,64,3656,60,25,35,1,0,0.016411378555798686
1955,0,1,0.32,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,2,68,3536,55,43,12,1,1,0.015554298642533937
1966,0,0,0.72,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,0,57,3217,1456,589,867,1,0,0.4525955859496425
1958,1,1,0.66,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,1,65,3527,563,230,333,1,0,0.1596257442585767
1954,0,1,0.61,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1,69,3604,1504,1087,417,1,1,0.41731409544950054
1967,0,1,0.69,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,2,56,3174,564,261,303,1,0,0.1776937618147448
1963,0,0,0.68,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,0,60,3323,1125,589,536,1,1,0.33854950346072826
1959,0,0,0.48,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,1,64,3144,358,179,179,1,0,0.1138676844783715
1971,1,0,0.36,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,1,52,3308,42,25,17,0,1,0.012696493349455865
1964,0,0,0.48,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,1,59,3174,184,168,16,1,1,0.057971014492753624
1983,0,0,0.32,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,1,40,3545,460,341,119,1,1,0.12976022566995768
1945,1,1,0.39,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,0,78,3140,145,81,64,0,1,0.04617834394904458
1947,0,0,0.61,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,0,76,3637,1376,494,882,0,0,0.37833379158647235
1969,1,1,0.5,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,1,54,3633,792,723,69,1,1,0.2180016515276631
1952,0,0,0.71,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,0,71,3719,1382,412,970,1,0,0.37160527023393386
1947,0,0,0.24,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,0,76,3694,28,9,19,1,0,0.007579859231185706
1946,1,0,0.58,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,77,3382,1033,761,272,0,1,0.30544056771141337
1969,0,1,0.61,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,1,54,3504,882,461,421,1,1,0.2517123287671233
1949,1,0,0.7,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,0,74,3591,2231,1536,695,1,1,0.621275410749095
1961,1,0,0.55,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1,62,3729,1101,939,162,1,1,0.29525341914722447
1974,0,0,0.39,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,49,3763,369,204,165,0,1,0.09806005846399149
1980,1,1,0.27,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,1,43,3230,48,14,34,0,0,0.014860681114551083
1949,1,1,0.44,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,1,74,3610,467,414,53,1,1,0.12936288088642658
1971,0,1,0.26,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,2,52,3659,44,22,22,1,0,0.012025143481825635
1979,0,1,0.13,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,2,44,3577,38,10,28,1,0,0.01062342745317305
1968,0,0,0.35,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,2,55,3343,81,48,33,1,1,0.024229733772061023
1971,1,1,0.34,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,1,52,3437,167,96,71,0,1,0.04858888565609543
1955,1,0,0.33,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,2,68,3158,45,36,9,1,1,0.014249525015832806
1972,0,0,0.68,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,1,51,3507,664,198,466,1,0,0.18933561448531508
1964,1,0,0.55,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,1,59,3400,622,225,397,1,0,0.18294117647058825
1979,1,1,0.11,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,1,44,3584,48,29,19,1,1,0.013392857142857142
1975,0,0,0.52,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,1,48,3357,461,236,225,1,1,0.1373249925528746
1977,0,0,0.63,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1,46,3421,1073,757,316,1,1,0.31365097924583457
1986,1,0,0.18,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,1,37,3403,55,16,39,1,0,0.01616220981486923
1956,0,0,0.58,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,1,67,3568,976,527,449,1,1,0.273542600896861
1980,1,1,0.31,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,1,43,3121,20,17,3,0,1,0.006408202499198975
1982,0,0,0.63,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,41,3525,1149,390,759,0,0,0.32595744680851063
1961,0,0,0.24,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,62,3122,43,11,32,1,0,0.013773222293401666
1975,1,0,0.41,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,1,48,3360,224,195,29,1,1,0.06666666666666667
1974,1,1,0.21,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,1,49,3757,101,51,50,0,1,0.0268831514506255
1946,1,0,0.44,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,0,77,3545,209,126,83,1,1,0.05895627644569817
1985,0,1,0.61,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,0,38,3740,968,373,595,1,0,0.25882352941176473
1952,1,0,0.75,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,0,71,3494,1165,429,736,1,0,0.3334287349742416
1967,0,0,0.37,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,1,56,3211,24,21,3,1,1,0.00747430706944877
1955,0,0,0.36,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,2,68,3716,252,194,58,0,1,0.06781485468245425
1985,0,1,0.25,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,1,38,3777,165,81,84,1,0,0.043685464654487687
1977,1,0,0.24,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,0,46,3732,269,218,51,1,1,0.07207931404072883
1973,1,0,0.34,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,1,50,3435,102,84,18,0,1,0.029694323144104803
1984,1,0,0.57,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,0,39,3440,461,100,361,0,0,0.13401162790697674
1979,0,1,0.16,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,1,44,3667,47,15,32,1,0,0.012817016634851377
1976,1,1,0.36,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,2,47,3240,144,118,26,1,1,0.044444444444444446
1968,0,0,0.56,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,0,55,3731,1338,950,388,1,1,0.35861699276333425
1959,0,0,0.62,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,1,64,3321,917,670,247,1,1,0.2761216501053899
1971,0,0,0.29,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,2,52,3652,318,214,104,0,1,0.08707557502738225
1967,0,1,0.4,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,2,56,3711,253,184,69,0,1,0.06817569388305039
1973,0,0,0.42,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,1,50,3754,502,445,57,0,1,0.13372402770378264
1983,0,0,0.31,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,1,40,3310,119,76,43,1,1,0.03595166163141994
1979,1,0,0.53,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,2,44,3778,1250,728,522,1,1,0.3308628904182107
1979,0,0,0.67,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,1,44,3347,969,504,465,1,1,0.28951299671347475
1950,0,0,0.29,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,2,73,3436,76,35,41,0,0,0.02211874272409779
1963,1,1,0.42,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,60,3186,62,53,9,0,1,0.0194601381042059
1962,1,0,0.72,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,0,61,3426,1382,834,548,1,1,0.40338587273788673
1976,0,1,0.32,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,1,47,3250,84,42,42,1,0,0.025846153846153845
1952,0,0,0.29,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,2,71,3459,255,202,53,1,1,0.07372072853425846
1960,1,0,0.24,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,2,63,3488,43,31,12,1,1,0.012327981651376147
1955,0,1,0.54,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,1,68,3377,398,215,183,0,1,0.11785608528279538
1977,1,1,0.31,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,1,46,3182,76,38,38,1,0,0.023884349465744813
1964,0,0,0.55,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,2,59,3131,902,751,151,1,1,0.2880868732034494
1981,1,0,0.66,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,42,3166,823,396,427,0,0,0.25994946304485156
1976,0,0,0.68,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1,47,3110,1179,636,543,1,1,0.37909967845659165
1974,0,0,0.66,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1,49,3731,1921,1110,811,1,1,0.5148753685339051
1951,1,0,0.51,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,2,72,3535,185,171,14,1,1,0.05233380480905234
1966,0,1,0.32,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,2,57,3574,433,270,163,1,1,0.12115277000559597
1951,0,0,0.38,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,2,72,3278,34,29,5,1,1,0.010372178157413058
1958,0,0,0.47,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,1,65,3494,907,702,205,0,1,0.2595878649112765
1966,1,1,0.05,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,2,57,3312,416,372,44,1,1,0.12560386473429952
1964,0,1,0.15,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,2,59,3498,44,22,22,1,0,0.012578616352201259
1956,0,0,0.79,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,0,67,3170,1588,309,1279,0,0,0.5009463722397476
1974,1,1,0.55,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,0,49,3709,1797,1002,795,1,1,0.484497169048261
1966,0,0,0.32,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,2,57,3741,40,28,12,1,1,0.010692328254477412
1963,1,1,0.4,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1,60,3698,1143,899,244,1,1,0.3090859924283396
1969,1,0,0.7,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,0,54,3109,914,589,325,1,1,0.29398520424573815
1992,0,0,0.55,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,0,31,3633,1502,508,994,1,0,0.4134324249931186
1954,0,1,0.63,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1,69,3608,1338,681,657,0,1,0.37084257206208426
1983,1,0,0.18,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,1,40,3451,27,18,9,1,1,0.007823819182845552
1982,1,0,0.51,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,1,41,3382,763,444,319,0,1,0.2256061502069781
1951,0,1,0.63,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,0,72,3453,1331,656,675,1,0,0.38546191717347233
1956,0,0,0.43,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,2,67,3410,525,403,122,1,1,0.15395894428152493
1961,1,0,0.28,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,62,3122,9,6,3,0,1,0.0028827674567584883
1962,0,0,0.54,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,1,61,3191,953,423,530,1,0,0.2986524600438734
1971,1,1,0.38,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,2,52,3369,68,59,9,0,1,0.02018403086969427
1971,1,1,0.28,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,2,52,3376,131,91,40,1,1,0.03880331753554502
1968,0,0,0.56,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,1,55,3432,882,549,333,1,1,0.256993006993007
1978,1,0,0.45,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,0,45,3771,1149,599,550,1,1,0.3046937151949085
1969,0,0,0.21,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,1,54,3395,37,24,13,1,1,0.010898379970544918
1965,1,1,0.47,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,1,58,3416,388,317,71,1,1,0.11358313817330211
1986,0,0,0.68,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,0,37,3607,1428,464,964,0,0,0.3958968672026615
1958,1,0,0.71,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0,65,3510,1633,766,867,1,0,0.4652421652421652
1975,1,0,0.19,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,1,48,3511,173,64,109,1,0,0.049273711193392196
1987,0,1,0.25,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,1,36,3372,99,46,53,1,0,0.029359430604982206
1959,0,0,0.39,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,1,64,3579,215,190,25,0,1,0.06007264599050014
1962,1,0,0.47,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,1,61,3605,929,721,208,1,1,0.2576976421636616
1974,0,0,0.41,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,1,49,3209,219,131,88,1,1,0.06824555936428794
1977,0,0,0.47,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,2,46,3399,174,85,89,0,0,0.05119152691968226
1978,0,0,0.36,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,2,45,3674,92,59,33,0,1,0.025040827436037017
1970,1,0,0.7,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,0,53,3401,1052,275,777,0,0,0.30932078800352836
1957,0,0,0.41,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,1,66,3572,275,218,57,1,1,0.07698768197088465
1955,1,0,0.55,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1,68,3803,587,505,82,1,1,0.15435182750460164
1954,1,1,0.5,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1,69,3753,1662,1117,545,1,1,0.442845723421263
1982,1,0,0.27,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,1,41,3611,159,93,66,1,1,0.04403212406535586
1953,1,1,0.74,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,0,70,3499,1024,239,785,1,0,0.29265504429837097
1968,1,1,0.23,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,1,55,3175,35,11,24,1,0,0.011023622047244094
1957,1,0,0.59,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,0,66,3410,1042,474,568,1,0,0.30557184750733135
1965,1,0,0.57,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,2,58,3312,395,250,145,1,1,0.11926328502415459
1975,1,0,0.76,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,0,48,3763,557,242,315,0,0,0.14802019665160776
1963,1,0,0.02,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,2,60,3114,9,6,3,0,1,0.002890173410404624
1990,0,0,0.25,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0,33,3464,69,18,51,0,0,0.01991916859122402
1966,1,0,0.5,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,1,57,3277,486,423,63,0,1,0.14830637778455905
1988,0,1,0.21,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,1,35,3255,34,11,23,1,0,0.010445468509984639
1995,1,1,0.73,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,0,28,3757,1365,603,762,1,0,0.3633217993079585
1975,0,0,0.18,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,1,48,3514,13,4,9,1,0,0.003699487763232783
1978,1,0,0.63,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,0,45,3716,1401,375,1026,1,0,0.3770182992465016
1961,0,0,0.56,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,0,62,3642,1574,569,1005,0,0,0.43218012081274026
1984,1,1,0.72,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,0,39,3400,1323,750,573,0,1,0.3891176470588235
1971,1,1,0.65,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1,52,3429,1217,1133,84,1,1,0.3549139690871974
1951,1,1,0.5,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,3,72,3697,103,81,22,1,1,0.027860427373546118
1976,1,0,0.17,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0,47,3468,84,54,30,1,1,0.02422145328719723
1972,1,0,0.61,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0,51,3627,1536,736,800,1,0,0.42349048800661704
1985,0,0,0.47,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,1,38,3757,581,271,310,1,0,0.15464466329518234
1966,1,0,0.6,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,1,57,3707,928,692,236,0,1,0.250337199892096
1975,1,1,0.09,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,0,48,3304,14,6,8,0,0,0.00423728813559322
1979,0,1,0.54,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,1,44,3434,424,189,235,1,0,0.12347117064647642
1971,0,0,0.62,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,1,52,3366,960,460,500,1,0,0.28520499108734404
1982,0,0,0.6,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,0,41,3705,1555,918,637,0,1,0.41970310391363025
1973,0,1,0.52,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,2,50,3738,656,547,109,0,1,0.17549491706795078
1968,1,0,0.28,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,2,55,3404,55,36,19,1,1,0.01615746180963572
1984,0,1,0.29,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,1,39,3157,20,5,15,1,0,0.0063351282863477985
1971,1,0,0.26,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1,52,3744,367,304,63,0,1,0.09802350427350427
1977,1,0,0.72,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,0,46,3219,2257,1121,1136,1,0,0.7011494252873564
1967,1,1,0.22,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,1,56,3228,42,21,21,1,0,0.013011152416356878
1964,0,1,0.61,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1,59,3490,1049,469,580,1,0,0.3005730659025788
1972,0,1,0.38,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,2,51,3182,48,39,9,1,1,0.01508485229415462
1948,1,1,0.52,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,1,75,3651,685,528,157,0,1,0.18761983018351136
1952,0,1,0.43,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,1,71,3179,39,18,21,1,0,0.012268008807801196
1987,1,1,0.2,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,0,36,3250,43,17,26,0,0,0.01323076923076923
1959,1,1,0.28,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,0,64,3790,835,319,516,0,0,0.22031662269129287
1958,0,0,0.64,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,0,65,3267,1515,610,905,1,0,0.4637281910009183
1951,1,0,0.61,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1,72,3603,1039,721,318,0,1,0.28837080210935334
1975,0,1,0.61,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1,48,3457,1596,1091,505,1,1,0.46167196991611226
1984,1,0,0.62,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,0,39,3730,1828,1251,577,1,1,0.4900804289544236
1969,1,0,0.26,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,1,54,3168,34,27,7,0,1,0.010732323232323232
1968,1,1,0.44,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,1,55,3180,149,132,17,1,1,0.04685534591194968
